006000001001060918001   5383     1    N 20007408070BBDCADCCCBCCDCDBCDDACBCDCCAAAADDCDCBCCAADBDACDDACCCBCBBBCBDACACCCADDABABDDDBADCABDABADBDDBDBCDABDDCA
006000002001060918001   5383     1    N 20007407070CBCBBCCBCCBCABCABBBABBCACABBBBAABB                CBBBBBDBB B AACCDDAADCCCB                         
006000003001060918001   5383     1    N 20007400070BDCAA ABBCCDBDBDCBCDDDACCCBAABDDCACBCDCAABDACABADBABCBBBABBCCADCADDBDDDBDADDBBACBBABADBDBBDBBAAADDAA
006000004001060918001   5383     1    N 20007398070BBAAABADBCCDBDDDCBCDCBDCBABDAACDC BCCBC CACA CBAC DBCB BDBAACBDCBCCBDBBAACAAABCCBCBBBDCDABDBCACBAABB
006000005001060918001   5383     1    N 20007395070BBDADDABAABCCBBACBAADBBDDBCDCADDCCCCBDBCCDBBDDBADCCBCBAAADDDABCCAAADADACDBCBDDCCBBBBCDADACBACCCBDDAB
006000006001060918001   5383     1    N 20007393070B  AABAB B CDBD D  DDAADCDDAAADDCCCBCBCCABD CB DDCDCCBBBABBCCBCCABDDDBDBDBDADDCCCBBBBDBDBBDBBAAADDAA
006000007001060918001   5383     1    N 20007389070DBBDBDABABCBCDCABCABBDCDCCCADBCABADAADDCCCCBABDBBABDCBAADBCBBAADACABDAABABBADDCCBAADADACABDBBDCBADCD
006000008001060918001   5383     1    N 20007382070A CCDBBCADABCDCACDBCAACCBAB*ACCACCCDCACBCB                BCDBCDCDCDBADADAAADDACBCDBACCCBCBACDCAADCB
006000009001060918001   5383     1    N 20007380070B  AA A  A CBD D BC DBBDCCDAABDDC*CBBBCCABDACD BDBCCCBBBBBBCCBBABADDDBBBDBDBCBACDBBB DBDABDBBDABDDAA
006000010001060918001   5383     1    N 20007379070C  A     BDC D ADBCDBBADCBBAAACDCBBBCDCCBBAACDCBDBACCBABABBCCBBCACCDDBDBDBDADBCCBBBBADBAABDBCDAADDCA
006000011001060918001   5383     1    N 20007372070CBBABDA DBCDDBDACB DCBABCBAACBDDCCBDCBC*ACADBADADC*DCBDCDBADBCDCB*DCDACBDBDAABCCABABAADDCADBBDDBADAA
006000012001060918001   5383     1    N 20007371070BDBBACBCBADCBDBBACDADBADBAAAABDDCCCBCBCDDBDADCDADCDCCABBABBBCBDCADBCDBCBDCDDABCCBCBBADBDABDBBAABDDAA
006000013001060918001   5383     1    N 20007369070DCDCDCD DBABCD  C         CDB     CDC   CA     A  ABCCBBDDABD  DCCDACAAABAC DBCC DA   C D   A   AB A
006000014001060918001   5383     1    N 20007365070DCCCBDBCDDCCBBCCCDDCBCDABCCAAADDCCCABCD BC      BADCDBAADBADAABCCDDBDDDAADAAABCCABBDADBDBBDBBAAADDBD
006000015001060918001   5383     1    N 20007364070                    CBAADADADCCDCBCCAADCAACBAABBCCACBBAAABCBABBCADDBAAABCBCACBCCAAAAADADACDBCACBADDC
006000016001060918001   5383     1    N 20007352070BCBDDACBABCD   CCD  DBACBAADAADDCDCBCAA   B   C*CACBABBBABDDBABDACDB*ADAACAAABACDDBAAABCABDBADABABDA
006000017001060918001   5383     1    N 20007366070CBDDABBAAADBDBBBCCCCCADDCDCAAADDCCCDCBBAA*DCCBAADADBCBBBABB CBBCABDC*BCBDADBABCCABBBBDADBCDABDAADDAA
006000018001060918001   5383     1    N 20007367070BBA BAABBA      CB ABBCDDCDAAADDCACBCBCCBBDB    D DBCBBADBADCBDCABDBDDDBDBDBABACCBBBADBDABDBBDAADDAA
006000019001060918001   5383     1    N 20007357070BACAABABBCACBDDDCBCABDADDBBACBDDCABBCDCCABDCCDCADCDCCBBBABBCCCDBACDBDBDBDADAABACDBABADBDABDBBCABDDAA
006000020001060918001   5383     1    N 20007359070BBAAABABCADCCBCACBCADBCDDDDCAADDCCCAAABDCDDCCBCBBCBCCBCBABBBABBCBACAAAABDBCBBBCCDAABADADABCBCAA*DCAA
006000021001060918001   5383     1    N 20007347070BBAABAABCCABBDDDCBBDDDADCCAAABDDCDCBCBCCBBDADACADBDBCBBBBBBDCABCACDADBDBDBDBABACDBBBADBDABDBBDAADDAA
006000022001060918001   5383     1    N 20007346070BAAABDDCACBCCD DCBBDDBADCABDAADDCDCACBCBCC ACBA DCDBCBBBDBACBACACCBDBDDBDBCBABCCDCABADADDBABAAABDDAA
006000023001060918001   5383     1    N 20007345070DCCADCACDCACABBBCCDCADDCBABAAADDCDBBBABCCADBACDAAADBCCBBDBADACBACCDBDACBDADAABCCBBBBCDBDABABCAABADDC
006000024001060918001   5383     1    N 20007341070CCDADCBCACCCCCBACBDADAADCABDAADBCDBCBCBACABACBBDABACBBABABBBABBCACDDDADDCAAAADCCBCADADADBBDBCACBADBB
006000025001060918001   5383     1    N 20007329070BA  A              ABCADCCDAABDDCBBBCBCDCACADBBADCBCCBBBABBDCBCBACDADBDBDDDDCCCBDBBBADCDDBDBBAAADDAA
